(A1) CITY;(A2) PROVINCE;(B3) GENDER;(B4) AGE;(B5) RELIGION;(B6) ETHNIC;(B7) EDUCATION LEVEL;(B8) LIVED IN URBAN AREA (YEARS);(B9) OCCUPATION;(B10) SOCIAL CLAS;(B11) HOUSEHOLD MEMBER;(C12) HOUSEHOLD INCOME (MONTHLY IN MILLION IDR);(C13) TIME OF INCOME RECEIPT;(C14) HOUSEHOLD EXPENDITURE (MONTHLY IN MILLION IDR);(C15) % MONTHLY EXPENDITURE FOR FOOD;(D16) HEALTH FACTOR;(D17) PRICE FACTOR);(E18) RELIGIOUS VALUE IN TYPE OF FOOD;(E19) RELIGIOUS VALUE IN EATING PLACES;(E20) RELIGIOUS VALUE IN CONSUMPTION PATTERN;(E21) CUSTOM VALUE IN TYPE OF FOOD;(E22) CUSTOM VALUE IN EATING PLACES;(E23) CUSTOM VALUE IN CONSUMPTION PATTERN;(24) PRACTICE OF FOOD CONSUMPTION BASED ON RELIGIOUS RULES;(25) PRACTICE OF FOOD CONSUMPTION BASED ON CUSTOM RULES;(E26) BUYING FOOD PRODUCT IN THE RIGHT PLACE BASED ON RELIGIOUS RULES;(E27 TYPE OF DISHES VARIATION BASED ON RELIGIOUS RULES;(E28) PRACTICE OF CONSUMING TRADITIONAL FOOD;
Makasar;South Sulawesi;Female;42;Protestant;Madura;Master and doctoral degree;42;Enterpreneur;Middle Class;5;6:04;Weekly;6:00;38;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Makasar;South Sulawesi;Female;45;Catholic;Batak;Bachelor degree;45;Enterpreneur;Lower Class;5;3:04;Daily;3:00;61;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;50;Islam;Batak;Junior High School;10;Enterpreneur;Middle Class;6;2:09;Weekly;2:05;58;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;34;Islam;Java;Primary School;34;Enterpreneur;Middle Class;6;5:06;Weekly;5:02;34;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;
Makasar;South Sulawesi;Female;32;Islam;Java;Bachelor degree;32;Government Employees;Upper Class;5;11:02;Monthly;10:08;26;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;38;Catholic;Java;Diploma;38;Government Employees;Lower Class;6;3:07;Daily;3:03;57;Agree;Strongly Agree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Makasar;South Sulawesi;Female;31;Protestant;Java;Diploma;31;Government Employees;Upper Class;6;10:06;Monthly;10:02;24;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
Makasar;South Sulawesi;Female;36;Islam;Java;Master and doctoral degree;36;Government Employees;Upper Class;6;5:06;Monthly;5:02;27;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;52;Islam;Sunda;Master and doctoral degree;12;Government Employees;Lower Class;6;3:04;Daily;3:00;67;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;59;Islam;Java;Primary School;29;Private Employees;Middle Class;6;6:08;Weekly;6:04;36;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;49;Catholic;Sunda;Bachelor degree;32;Private Employees;Middle Class;7;4:08;Weekly;4:04;42;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;43;Protestant;Java;Diploma;21;Private Employees;Lower Class;6;2:09;Daily;2:05;73;Disagree;Disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Agree;Disagree;Disagree;
Makasar;South Sulawesi;Female;54;Islam;Sunda;Diploma;24;Private Employees;Lower Class;6;3:05;Daily;3:01;41;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;61;Islam;Java;Diploma;31;Enterpreneur;Middle Class;6;5:07;Weekly;5:03;33;Disagree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Strongly Agree;Disagree;Disagree;
Makasar;South Sulawesi;Male;29;Islam;Java;Diploma;9;Enterpreneur;Upper Class;6;11:03;Monthly;10:09;19;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;42;Islam;Minang;Diploma;23;Enterpreneur;Lower Class;6;2:07;Daily;2:03;69;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;62;Protestant;Batak;Senior High School;12;Enterpreneur;Upper Class;5;10:01;Monthly;9:07;23;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;46;Budha;Other;Diploma;26;Enterpreneur;Upper Class;6;12:05;Monthly;12:04;25;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;
Makasar;South Sulawesi;Male;28;Islam;Java;Senior High School;18;Enterpreneur;Lower Class;5;3:04;Daily;3:03;57;Disagree;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Disagree;
Makasar;South Sulawesi;Female;38;Islam;Java;Master and doctoral degree;38;Government Employees;Middle Class;5;6:08;Weekly;6:07;43;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;
Makasar;South Sulawesi;Female;43;Islam;Java;Diploma;43;Government Employees;Middle Class;6;4:08;Weekly;4:07;38;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;51;Islam;Java;Diploma;31;Government Employees;Lower Class;6;2:09;Daily;2:08;61;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;60;Islam;Minang;Bachelor degree;20;Government Employees;Middle Class;7;3:05;Weekly;3:04;58;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;
Makasar;South Sulawesi;Male;30;Hindu;Java;Senior High School;10;Government Employees;Middle Class;5;5:07;Weekly;5:06;34;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;35;Protestant;Bugis;Diploma;25;Government Employees;Upper Class;6;11:03;Monthly;11:02;26;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;30;Protestant;Java;Diploma;30;Government Employees;Lower Class;6;2:07;Daily;2:06;57;Agree;Agree;Agree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Makasar;South Sulawesi;Female;37;Protestant;Java;Senior High School;37;Enterpreneur;Upper Class;6;10:01;Monthly;10:00;24;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;31;Islam;Java;Senior High School;31;Enterpreneur;Upper Class;6;12:05;Monthly;12:04;27;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Makasar;South Sulawesi;Female;36;Islam;Minang;Senior High School;36;Enterpreneur;Middle Class;6;3:08;Weekly;3:07;67;Agree;Agree;Strongly Agree;Agree;Disagree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Disagree;Agree;Agree;
Makasar;South Sulawesi;Male;43;Islam;Java;Bachelor degree;43;Enterpreneur;Middle Class;7;6:02;Weekly;6:01;36;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;63;Islam;Java;Diploma;13;Enterpreneur;Middle Class;6;5:08;Weekly;5:07;42;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;45;Islam;Bugis;Diploma;25;Enterpreneur;Lower Class;6;3:01;Daily;3:00;73;Disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;30;Protestant;Java;Diploma;30;Independent Worker;Lower Class;6;3:04;Daily;3:03;41;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;37;Protestant;Bugis;Diploma;37;Independent Worker;Middle Class;6;5:06;Weekly;5:05;33;Disagree;Disagree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Disagree;
Makasar;South Sulawesi;Female;39;Catholic;Bugis;Diploma;39;Independent Worker;Upper Class;6;12:01;Monthly;12:00;19;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;35;Catholic;Sunda;Senior High School;35;Independent Worker;Lower Class;5;2:09;Daily;2:08;69;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Makasar;South Sulawesi;Female;31;Islam;Java;Diploma;31;Independent Worker;Lower Class;6;10:03;Daily;10:02;23;Disagree;Agree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Makasar;South Sulawesi;Female;36;Islam;Minang;Senior High School;36;Independent Worker;Middle Class;5;14:02;Weekly;14:01;25;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;52;Islam;Java;Senior High School;29;Private Employees;Middle Class;5;3:04;Weekly;3:01;58;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Disagree;
Makasar;South Sulawesi;Female;59;Islam;Java;Junior High School;39;Private Employees;Upper Class;6;6:07;Monthly;6:04;44;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;43;Islam;Java;Junior High School;12;Private Employees;Lower Class;6;5:08;Daily;5:05;35;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
Makasar;South Sulawesi;Male;30;Islam;Java;Senior High School;30;Private Employees;Lower Class;5;2:03;Daily;2:00;59;Disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;38;Islam;Bugis;Diploma;38;Government Employees;Middle Class;6;4:09;Weekly;4:06;65;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
Makasar;South Sulawesi;Male;30;Islam;Bugis;Diploma;30;Government Employees;Middle Class;6;5:09;Weekly;5:06;41;Disagree;Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Strongly Agree;Disagree;Disagree;
Makasar;South Sulawesi;Male;34;Catholic;Bugis;Diploma;34;Enterpreneur;Upper Class;6;11:04;Monthly;11:01;26;Agree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;28;Islam;Java;Diploma;28;Enterpreneur;Upper Class;6;3:00;Monthly;2:07;76;Agree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;36;Islam;Java;Diploma;26;Enterpreneur;Upper Class;6;15:07;Monthly;15:04;22;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;45;Islam;Bugis;Bachelor degree;15;Private Employees;Middle Class;7;13:02;Weekly;12:09;18;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;
Makasar;South Sulawesi;Male;59;Islam;Bugis;Primary School;29;Private Employees;Lower Class;6;3:08;Daily;3:05;57;Disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Makasar;South Sulawesi;Female;41;Islam;Bugis;Diploma;41;Private Employees;Middle Class;6;6:02;Weekly;5:09;43;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;
Makasar;South Sulawesi;Female;62;Islam;Bugis;Diploma;26;Private Employees;Middle Class;6;5:08;Weekly;5:04;38;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;40;Catholic;Java;Primary School;30;Private Employees;Lower Class;6;3:01;Daily;2:07;61;Strongly Disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Female;26;Catholic;Java;Diploma;26;Private Employees;Lower Class;6;3:04;Daily;3:00;58;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;
Makasar;South Sulawesi;Female;42;Catholic;Batak;Master and doctoral degree;22;Private Employees;Middle Class;5;5:06;Weekly;5:02;34;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;31;Islam;Java;Diploma;31;Teacher?/Lecturer;Upper Class;6;12:01;Monthly;11:07;26;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Makasar;South Sulawesi;Male;36;Islam;Java;Master and doctoral degree;28;Teacher?/Lecturer;Lower Class;5;2:09;Daily;2:05;57;Disagree;Agree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;
Makasar;South Sulawesi;Male;46;Islam;Java;Senior High School;21;Government Employees;Upper Class;5;10:03;Monthly;9:09;24;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
